DS,Trig_Num,Ht,YYYY-MM-DD,hh:mm:ss,Dr,Speed,Wb,Hdwy,Gap,Ax,Gp,Rh,Cl,Nm,Vehicle
1,00012132,4,2023-11-9,14:35:02,N0,77.61,2.54,1.7,1.5,2,2,1.0,2,00000010,SV
1,00012136,4,2023-11-9,14:35:34,N0,49.89,2.93,31.8,31.7,2,2,1.0,2,00000010,SV
1,0001213a,4,2023-11-9,14:35:46,N0,87.25,2.55,12.5,12.3,2,2,1.0,2,00000010,SV
1,0001213e,4,2023-11-9,14:35:58,N0,73.61,2.82,11.9,11.8,2,2,1.0,2,00000010,SV
1,00012142,4,2023-11-9,14:36:27,N0,84.86,2.42,29.2,29.0,2,2,1.0,2,00000010,SV
1,00012146,4,2023-11-9,14:36:38,N0,102.08,2.52,11.0,10.8,2,2,1.0,2,00000010,SV
1,0001214a,4,2023-11-9,14:36:43,N0,98.82,2.82,4.4,4.3,2,2,1.0,2,00000020,SV
1,0001214e,4,2023-11-9,14:36:45,N0,132.38,3.04,2.4,2.3,2,2,1.0,2,00000010,SV
1,00012152,4,2023-11-9,14:36:57,N0,92.6,3.14,11.9,11.8,2,2,1.0,2,00000010,SV
1,00012156,4,2023-11-9,14:37:57,N0,40.65,3.03,60.3,60.2,2,2,1.0,2,00000010,SV
1,0001215a,4,2023-11-9,14:38:25,N0,94.51,3.18,27.5,27.3,2,2,1.0,2,00000010,SV
1,0001215e,4,2023-11-9,14:38:35,N0,78.47,2.89,10.4,10.2,2,2,1.0,2,00000010,SV
1,00012162,4,2023-11-9,14:38:46,N0,68.5,2.87,11.4,11.2,2,2,1.0,2,00000010,SV
1,00012166,4,2023-11-9,14:38:57,N0,81.31,2.27,10.7,10.6,2,2,1.0,2,00000014,SV
1,0001216a,4,2023-11-9,14:38:58,N0,82.23,2.91,0.5,0.4,2,2,1.0,2,00000010,SV
1,0001216e,4,2023-11-9,14:39:18,N0,83.58,2.88,20.0,19.9,2,2,1.0,2,00000010,SV
1,00012172,4,2023-11-9,14:39:32,N0,72.67,2.61,14.6,14.5,2,2,1.0,2,00000010,SV
1,00012176,4,2023-11-9,14:40:12,N0,93.75,2.82,39.5,39.4,2,2,1.0,2,00000010,SV
1,0001217a,15,2023-11-9,14:40:28,N0,82.9,17.41,16.5,16.4,8,4,0.93,11,00080020,BD
1,00012189,4,2023-11-9,14:40:30,N0,81.11,3.0,2.1,1.4,2,2,1.0,2,00000020,SV
1,0001218d,4,2023-11-9,14:40:33,N0,80.01,2.71,2.6,2.5,2,2,1.0,2,00000020,SV
1,00012191,4,2023-11-9,14:40:34,N0,78.25,3.1,1.3,1.1,2,2,1.0,2,00000020,SV
1,00012195,6,2023-11-9,14:40:36,N0,72.79,6.79,1.8,1.6,3,3,1.0,3,00000010,SVT
1,0001219b,4,2023-11-9,14:41:04,N0,81.43,2.81,27.7,27.3,2,2,1.0,2,00000020,SV
1,0001219f,4,2023-11-9,14:41:05,N0,76.24,2.6,1.7,1.6,2,2,1.0,2,00000010,SV
1,000121a3,4,2023-11-9,14:41:43,N0,80.48,2.75,37.4,37.3,2,2,1.0,2,00000010,SV
1,000121a7,4,2023-11-9,14:41:57,N0,95.5,3.08,14.7,14.6,2,2,1.0,2,00000010,SV
1,000121ab,4,2023-11-9,14:42:04,N0,96.02,1.58,6.1,6.0,2,1,1.0,1,00000020,MC
1,000121af,4,2023-11-9,14:42:06,N0,88.56,3.22,2.9,2.9,2,2,1.0,4,00000010,TB2
1,000121b3,4,2023-11-9,14:42:17,N0,85.35,2.28,10.1,10.0,2,2,1.0,2,00000020,SV
1,000121b7,4,2023-11-9,14:42:18,N0,86.58,2.89,1.2,1.1,2,2,1.0,2,00000010,SV
1,000121bb,10,2023-11-9,14:42:34,N0,83.46,14.38,15.9,15.8,5,3,1.0,9,00000020,ART5
1,000121c5,4,2023-11-9,14:42:36,N0,85.0,2.62,2.3,1.7,2,2,1.0,2,00000020,SV
1,000121c9,4,2023-11-9,14:42:40,N0,93.56,3.0,3.6,3.5,2,2,1.0,2,00000010,SV
1,000121cd,4,2023-11-9,14:43:10,N0,89.86,3.1,30.1,30.0,2,2,1.0,2,00000020,SV
1,000121d1,4,2023-11-9,14:43:10,N0,89.98,2.5,0.7,0.6,2,2,1.0,2,00000010,SV
1,000121d5,4,2023-11-9,14:43:29,N0,81.76,3.05,18.2,18.1,2,2,1.0,2,00000010,SV
1,000121d9,4,2023-11-9,14:43:37,N0,107.63,3.02,8.7,8.5,2,2,1.0,2,00000020,SV
1,000121dd,4,2023-11-9,14:43:41,N0,105.74,2.88,3.8,3.7,2,2,1.0,2,00000010,SV
1,000121e1,4,2023-11-9,14:43:54,N0,79.82,3.06,12.5,12.4,2,2,1.0,2,00000010,SV
1,000121e5,4,2023-11-9,14:43:59,N0,84.55,2.97,5.7,5.6,2,2,1.0,2,00000010,SV
1,000121e9,4,2023-11-9,14:44:07,N0,85.2,3.11,7.3,7.1,2,2,1.0,2,00000020,SV
1,000121ed,4,2023-11-9,14:44:08,N0,82.7,2.87,1.3,1.2,2,2,1.0,2,00000020,SV
1,000121f1,4,2023-11-9,14:44:09,N0,80.73,5.0,1.1,0.9,2,2,1.0,4,00000020,TB2
1,000121f5,4,2023-11-9,14:44:10,N0,82.02,2.86,1.1,0.8,2,2,1.0,2,00000010,SV
1,000121f9,4,2023-11-9,14:44:37,N0,75.38,5.22,26.9,26.8,2,2,1.0,4,00000010,TB2
1,000121fd,8,2023-11-9,14:44:48,N0,72.04,7.55,11.5,11.3,4,3,1.0,3,00000020,SVT
1,00012205,4,2023-11-9,14:44:50,N0,69.82,2.31,1.2,0.8,2,2,1.0,2,00000010,SV
1,00012209,4,2023-11-9,14:45:10,N0,85.57,3.45,20.5,20.4,2,2,1.0,4,00000010,TB2
1,0001220d,4,2023-11-9,14:45:36,N0,88.56,2.81,26.0,25.8,2,2,1.0,2,00000010,SV
1,00012211,4,2023-11-9,14:45:42,N0,91.62,2.48,5.3,5.2,2,2,1.0,2,00000010,SV
1,00012215,4,2023-11-9,14:45:47,N0,98.79,2.5,5.6,5.5,2,2,1.0,2,00000010,SV
1,00012219,15,2023-11-9,14:45:53,N0,89.32,20.04,5.4,5.3,8,4,0.93,11,00080010,BD
1,00012228,6,2023-11-9,14:46:22,N0,78.08,6.93,29.7,28.9,3,3,1.0,3,00000020,SVT
1,0001222e,4,2023-11-9,14:46:23,N0,75.11,2.47,1.0,0.7,2,2,1.0,2,00000020,SV
1,00012232,4,2023-11-9,14:46:25,N0,84.65,3.14,1.5,1.3,2,2,1.0,2,00000010,SV
1,00012236,4,2023-11-9,14:46:30,N0,89.29,3.05,4.9,4.8,2,2,1.0,2,00000010,SV
1,0001223a,4,2023-11-9,14:46:49,N0,76.61,2.43,19.6,19.5,2,2,1.0,2,00000010,SV
1,0001223e,12,2023-11-9,14:47:11,N0,92.89,15.21,22.0,21.9,6,3,1.0,10,00000010,ART6
1,0001224a,4,2023-11-9,14:47:25,N0,93.22,2.62,13.9,13.3,2,2,1.0,2,00000010,SV
1,0001224e,12,2023-11-9,14:48:08,N0,76.18,11.94,43.2,43.1,6,3,1.0,10,00000020,ART6
1,0001225a,4,2023-11-9,14:48:10,N0,74.93,3.06,1.7,1.1,2,2,1.0,2,00000010,SV
1,0001225e,11,2023-11-9,14:49:11,N0,75.49,14.07,60.8,60.7,6,3,0.91,10,00080020,ART6
1,00012269,4,2023-11-9,14:49:13,N0,72.96,3.56,1.8,1.1,2,2,1.0,4,00000020,TB2
1,0001226d,4,2023-11-9,14:49:14,N0,75.25,3.02,1.6,1.5,2,2,1.0,2,00000020,SV
1,00012271,4,2023-11-9,14:49:17,N0,73.36,2.79,2.4,2.3,2,2,1.0,2,00000020,SV
1,00012275,4,2023-11-9,14:49:19,N0,70.74,2.83,2.2,2.0,2,2,1.0,2,00000020,SV
1,00012279,4,2023-11-9,14:49:20,N0,73.39,2.68,1.1,1.0,2,2,1.0,2,00000020,SV
1,0001227d,11,2023-11-9,14:49:24,N0,75.38,10.43,3.5,3.4,6,3,0.91,10,00080020,ART6
1,00012288,11,2023-11-9,14:49:26,N0,72.68,11.01,2.3,1.8,6,3,0.91,10,00080010,ART6
1,00012293,4,2023-11-9,14:49:31,N0,84.41,2.6,5.2,4.6,2,2,1.0,2,00000010,SV
1,00012297,4,2023-11-9,14:49:48,N0,89.21,2.68,17.0,16.9,2,2,1.0,2,00000010,SV
1,0001229b,4,2023-11-9,14:50:04,N0,94.27,2.94,15.6,15.5,2,2,1.0,2,00000010,SV
1,0001229f,10,2023-11-9,14:50:38,N0,88.45,9.53,34.2,34.1,5,3,1.0,9,00000010,ART5
1,000122a9,15,2023-11-9,14:50:50,N0,78.96,21.92,12.4,12.1,8,4,0.93,11,00080020,BD
1,000122b8,4,2023-11-9,14:50:52,N0,76.32,2.64,1.7,0.7,2,2,1.0,2,00000020,SV
1,000122bc,4,2023-11-9,14:50:54,N0,79.61,2.59,1.5,1.4,2,2,1.0,2,00000020,SV
1,000122c0,8,2023-11-9,14:50:57,N0,83.52,7.85,3.9,3.8,4,3,1.0,3,00000010,SVT
1,000122c8,4,2023-11-9,14:51:20,N0,80.58,3.03,23.0,22.6,2,2,1.0,2,00000010,SV
1,000122cc,11,2023-11-9,14:51:35,N0,83.75,11.12,15.0,14.8,5,3,1.0,9,00000110,ART5
1,000122d7,8,2023-11-9,14:51:54,N0,85.7,7.38,18.8,18.3,4,3,1.0,3,00000020,SVT
1,000122df,4,2023-11-9,14:51:56,N0,78.86,2.8,1.8,1.5,2,2,1.0,2,00000020,SV
1,000122e3,4,2023-11-9,14:51:58,N0,86.98,2.91,2.4,2.2,2,2,1.0,2,00000020,SV
1,000122e7,4,2023-11-9,14:52:01,N0,86.78,2.75,3.0,2.9,2,2,1.0,2,00000010,SV
1,000122eb,4,2023-11-9,14:52:40,N0,88.16,2.94,38.7,38.6,2,2,1.0,2,00000020,SV
1,000122ef,4,2023-11-9,14:52:43,N0,87.69,2.61,3.2,3.1,2,2,1.0,2,00000010,SV
1,000122f3,4,2023-11-9,14:52:50,N0,85.19,3.04,6.5,6.4,2,2,1.0,2,00000020,SV
1,000122f7,4,2023-11-9,14:52:51,N0,88.1,2.55,1.7,1.6,2,2,1.0,2,00000020,SV
1,000122fb,4,2023-11-9,14:52:54,N0,78.65,2.7,3.0,2.9,2,2,1.0,2,00000010,SV
1,000122ff,4,2023-11-9,14:53:00,N0,89.08,3.03,5.4,5.3,2,2,1.0,2,00000010,SV
1,00012303,4,2023-11-9,14:53:07,N0,94.8,5.85,7.2,7.0,2,2,1.0,4,00000010,TB2
1,00012307,4,2023-11-9,14:53:12,N0,90.57,3.08,5.2,5.0,2,2,1.0,2,00000010,SV
1,0001230b,4,2023-11-9,14:53:36,N0,94.43,3.17,23.3,23.2,2,2,1.0,2,00020042,SV
1,0001230f,4,2023-11-9,14:53:36,N0,93.89,2.97,0.6,0.5,2,2,1.0,2,00000020,SV
1,00012313,4,2023-11-9,14:53:38,N0,85.36,2.54,1.6,1.5,2,2,1.0,2,00000010,SV
1,00012317,4,2023-11-9,14:53:45,N0,86.07,2.48,7.2,7.1,2,2,1.0,2,00000010,SV
1,0001231b,4,2023-11-9,14:53:52,N0,55.61,2.88,7.2,7.1,2,2,1.0,2,00000010,SV
1,0001231f,4,2023-11-9,14:53:57,N0,83.06,2.51,4.5,4.3,2,2,1.0,2,00000010,SV
1,00012323,12,2023-11-9,14:54:12,N0,85.13,13.31,15.4,15.3,6,3,1.0,10,00000020,ART6
1,0001232f,4,2023-11-9,14:54:14,N0,84.93,3.45,2.2,1.6,2,2,1.0,4,00000010,TB2
1,00012333,4,2023-11-9,14:54:35,N0,100.62,3.08,21.3,21.1,2,2,1.0,2,00000010,SV
1,00012337,4,2023-11-9,14:54:52,N0,84.74,2.95,16.5,16.4,2,2,1.0,2,00000010,SV
1,0001233b,4,2023-11-9,14:55:06,N0,76.3,2.96,14.3,14.2,2,2,1.0,2,00000020,SV
1,0001233f,12,2023-11-9,14:55:07,N0,77.7,14.81,1.1,1.0,6,3,1.0,10,00000020,ART6
1,0001234b,4,2023-11-9,14:55:09,N0,83.89,3.05,1.5,0.8,2,2,1.0,2,00000010,SV
1,0001234f,4,2023-11-9,14:55:37,N0,84.03,2.44,27.7,27.6,2,2,1.0,2,00000020,SV
1,00012353,4,2023-11-9,14:55:38,N0,85.6,2.41,1.3,1.1,2,2,1.0,2,00000010,SV
1,00012357,4,2023-11-9,14:55:49,N0,79.81,2.76,11.4,11.3,2,2,1.0,2,00000010,SV
1,0001235b,4,2023-11-9,14:56:46,N0,89.64,2.71,57.2,57.1,2,2,1.0,2,00000010,SV
1,0001235f,4,2023-11-9,14:56:51,N0,102.49,3.13,4.8,4.7,2,2,1.0,2,00000010,SV
1,00012363,12,2023-11-9,14:57:40,N0,77.96,10.97,49.0,48.9,6,3,1.0,10,00000020,ART6
1,0001236f,4,2023-11-9,14:57:42,N0,81.75,3.03,2.0,1.5,2,2,1.0,2,00000020,SV
1,00012373,4,2023-11-9,14:57:46,N0,85.34,2.97,4.1,4.0,2,2,1.0,2,00000020,SV
1,00012377,4,2023-11-9,14:57:48,N0,86.38,2.55,1.1,1.0,2,2,1.0,2,00000010,SV
1,0001237b,4,2023-11-9,14:57:52,N0,97.18,2.55,4.5,4.4,2,2,1.0,2,00000010,SV
1,0001237f,4,2023-11-9,14:57:58,N0,93.55,2.66,6.4,6.3,2,2,1.0,2,00000010,SV
1,00012383,6,2023-11-9,14:58:03,N0,86.88,7.07,5.1,5.0,3,3,1.0,3,00000020,SVT
1,00012389,4,2023-11-9,14:58:06,N0,94.42,3.0,2.9,2.6,2,2,1.0,2,00000010,SV
1,0001238d,4,2023-11-9,14:59:10,N0,75.34,1.42,63.7,63.6,2,1,1.0,1,00000010,MC
1,00012391,4,2023-11-9,14:59:41,N0,93.42,2.85,31.3,31.3,2,2,1.0,2,00000010,SV
1,00012395,4,2023-11-9,14:59:46,N0,83.68,2.98,5.0,4.8,2,2,1.0,2,00000020,SV
1,00012399,4,2023-11-9,14:59:49,N0,78.09,2.7,2.6,2.5,2,2,1.0,2,00000020,SV
1,0001239d,4,2023-11-9,14:59:52,N0,86.66,2.96,3.0,2.9,2,2,1.0,2,00000010,SV
1,000123a1,4,2023-11-9,15:00:03,N0,70.12,2.83,11.2,11.1,2,2,1.0,2,00000020,SV
1,000123a5,4,2023-11-9,15:00:04,N0,71.9,2.48,1.0,0.9,2,2,1.0,2,00000010,SV
1,000123a9,4,2023-11-9,15:00:40,N0,100.46,1.98,35.6,35.4,2,1,1.0,2,00000010,SV
1,000123ad,4,2023-11-9,15:00:51,N0,70.54,2.45,11.7,11.7,2,2,1.0,2,00020042,SV
1,000123b1,4,2023-11-9,15:00:52,N0,70.33,2.69,0.8,0.7,2,2,1.0,2,00000010,SV
1,000123b5,4,2023-11-9,15:00:59,N0,89.89,2.94,7.3,7.1,2,2,1.0,2,00000010,SV
1,000123b9,6,2023-11-9,15:01:04,N0,79.91,12.41,4.3,4.2,3,3,1.0,7,00000010,ART3
1,000123bf,4,2023-11-9,15:01:25,N0,86.68,2.86,21.3,20.7,2,2,1.0,2,00000020,SV
1,000123c3,4,2023-11-9,15:01:29,N0,96.03,2.63,3.5,3.4,2,2,1.0,2,00000010,SV
1,000123c7,4,2023-11-9,15:01:51,N0,83.76,2.87,22.3,22.2,2,2,1.0,2,00000020,SV
1,000123cb,4,2023-11-9,15:01:55,N0,75.36,2.46,3.9,3.8,2,2,1.0,2,00000010,SV
1,000123cf,4,2023-11-9,15:02:26,N0,70.95,3.05,30.9,30.8,2,2,1.0,2,00000020,SV
1,000123d3,6,2023-11-9,15:02:28,N0,63.35,5.95,2.4,2.2,3,2,1.0,5,00000020,TB3
1,000123d9,4,2023-11-9,15:02:29,N0,60.48,2.71,1.3,1.0,2,2,1.0,2,00000010,SV
1,000123dd,4,2023-11-9,15:03:23,N0,116.79,2.57,53.2,53.0,2,2,1.0,2,00000010,SV
1,000123e1,4,2023-11-9,15:03:37,N0,89.61,2.88,14.3,14.3,2,2,1.0,2,00000010,SV
1,000123e5,4,2023-11-9,15:03:43,N0,85.2,2.64,5.9,5.7,2,2,1.0,2,00000020,SV
1,000123e9,4,2023-11-9,15:03:44,N0,81.82,2.52,1.5,1.4,2,2,1.0,2,00000010,SV
1,000123ed,4,2023-11-9,15:04:14,N0,87.97,2.86,29.5,29.4,2,2,1.0,2,00000010,SV
1,000123f1,4,2023-11-9,15:04:25,N0,85.16,2.95,11.2,11.1,2,2,1.0,2,00000020,SV
1,000123f5,4,2023-11-9,15:04:26,N0,86.4,2.34,0.7,0.6,2,2,1.0,2,00000010,SV
1,000123f9,4,2023-11-9,15:04:56,N0,85.26,2.81,29.9,29.8,2,2,1.0,2,00000020,SV
1,000123fd,4,2023-11-9,15:04:57,N0,89.33,2.91,1.2,1.1,2,2,1.0,2,00000010,SV
1,00012401,4,2023-11-9,15:05:12,N0,71.81,2.58,15.6,15.4,2,2,1.0,2,00000020,SV
1,00012405,4,2023-11-9,15:05:13,N0,70.44,2.68,0.8,0.7,2,2,1.0,2,00000010,SV
1,00012409,6,2023-11-9,15:05:30,S0,48.63,6.69,3454.3,3453.8,3,2,1.0,5,00000010,TB3
1,0001240f,8,2023-11-9,15:05:40,N0,102.39,7.47,26.9,26.8,4,3,0.86,3,00000110,SVT
1,00012419,4,2023-11-9,15:06:35,N0,106.25,3.02,55.4,55.1,2,2,1.0,2,00000010,SV
1,0001241d,4,2023-11-9,15:06:57,N0,90.67,2.36,21.8,21.7,2,2,1.0,2,00000010,SV
1,00012421,4,2023-11-9,15:07:28,N0,80.45,3.05,30.7,30.6,2,2,1.0,2,00000020,SV
1,00012425,4,2023-11-9,15:07:30,N0,80.86,2.85,1.7,1.6,2,2,1.0,2,00000010,SV
1,00012429,4,2023-11-9,15:07:57,N0,73.66,2.52,27.1,26.9,2,2,1.0,2,00000020,SV
1,0001242d,4,2023-11-9,15:07:58,N0,72.51,2.58,1.4,1.3,2,2,1.0,2,00000020,SV
1,00012431,4,2023-11-9,15:08:00,N0,77.62,2.9,2.1,2.0,2,2,1.0,2,00000020,SV
1,00012435,4,2023-11-9,15:08:02,N0,74.56,2.71,1.7,1.6,2,2,1.0,2,00000020,SV
1,00012439,4,2023-11-9,15:08:05,N0,75.95,4.55,2.5,2.4,2,2,1.0,4,00000010,TB2
1,0001243d,4,2023-11-9,15:08:09,N0,89.22,2.91,4.6,4.4,2,2,1.0,2,00000020,SV
1,00012441,4,2023-11-9,15:08:11,N0,87.77,2.8,1.4,1.3,2,2,1.0,2,00000010,SV
1,00012445,4,2023-11-9,15:08:38,N0,69.71,2.59,27.3,27.2,2,2,1.0,2,00000010,SV
1,00012449,4,2023-11-9,15:09:02,N0,82.21,3.03,24.0,23.9,2,2,1.0,2,00000010,SV
1,0001244d,4,2023-11-9,15:09:28,N0,81.41,2.85,26.2,26.1,2,2,1.0,2,00000020,SV
1,00012451,4,2023-11-9,15:09:30,N0,77.91,2.49,1.3,1.2,2,2,1.0,2,00000010,SV
1,00012455,4,2023-11-9,15:09:47,N0,90.56,2.8,17.4,17.3,2,2,1.0,2,00000010,SV
1,00012459,4,2023-11-9,15:09:58,N0,82.36,3.04,11.4,11.2,2,2,1.0,2,00000010,SV
1,0001245d,6,2023-11-9,15:10:12,N0,67.63,12.29,14.0,13.9,3,3,1.0,7,00000020,ART3
1,00012463,4,2023-11-9,15:10:14,N0,74.65,2.57,2.1,1.4,2,2,1.0,2,00000010,SV
1,00012467,4,2023-11-9,15:10:36,N0,75.35,3.08,21.1,21.0,2,2,1.0,2,00000020,SV
1,0001246b,4,2023-11-9,15:10:38,N0,78.05,2.71,2.2,2.1,2,2,1.0,2,00000020,SV
1,0001246f,4,2023-11-9,15:10:39,N0,75.97,2.92,1.0,0.9,2,2,1.0,2,00000020,SV
1,00012473,4,2023-11-9,15:10:40,N0,74.67,2.7,0.9,0.7,2,2,1.0,2,00000010,SV
1,00012477,4,2023-11-9,15:10:52,N0,71.5,2.76,12.1,12.0,2,2,1.0,2,00000020,SV
1,0001247b,4,2023-11-9,15:10:53,N0,78.56,2.9,1.6,1.4,2,2,1.0,2,00000010,SV
1,0001247f,4,2023-11-9,15:11:09,N0,80.74,2.97,16.3,16.1,2,2,1.0,2,00000010,SV
1,00012483,4,2023-11-9,15:11:20,N0,73.93,2.72,11.0,10.8,2,2,1.0,2,00000020,SV
1,00012487,4,2023-11-9,15:11:22,N0,72.55,2.45,1.7,1.6,2,2,1.0,2,00000010,SV
1,0001248b,4,2023-11-9,15:11:37,N0,84.25,2.52,14.6,14.5,2,2,1.0,2,00000010,SV
1,0001248f,4,2023-11-9,15:11:45,N0,75.09,2.88,8.5,8.4,2,2,1.0,2,00000010,SV
1,00012493,8,2023-11-9,15:11:56,N0,88.33,7.98,10.8,10.7,4,3,1.0,3,00000010,SVT
1,0001249b,4,2023-11-9,15:12:08,N0,84.13,2.76,12.0,11.7,2,2,1.0,2,00000010,SV
1,0001249f,4,2023-11-9,15:12:50,N0,95.81,2.91,42.1,42.0,2,2,1.0,2,00000010,SV
1,000124a3,6,2023-11-9,15:12:58,N0,81.31,8.05,7.8,7.7,3,3,1.0,3,00000010,SVT
1,000124a9,4,2023-11-9,15:13:04,N0,74.22,2.83,6.3,6.0,2,2,1.0,2,00000010,SV
1,000124ad,4,2023-11-9,15:13:11,N0,72.59,3.42,6.8,6.7,2,2,1.0,4,00000010,TB2
1,000124b1,4,2023-11-9,15:13:21,N0,75.68,2.28,9.8,9.6,2,2,1.0,2,00000010,SV
1,000124b5,4,2023-11-9,15:13:34,N0,95.98,2.84,12.7,12.6,2,2,1.0,2,00000010,SV
1,000124b9,4,2023-11-9,15:13:53,N0,81.82,2.49,18.9,18.8,2,2,1.0,2,00000020,SV
1,000124bd,4,2023-11-9,15:13:54,N0,76.26,2.89,1.5,1.4,2,2,1.0,2,00000020,SV
1,000124c1,4,2023-11-9,15:13:57,N0,78.56,2.76,3.3,3.2,2,2,1.0,2,00000010,SV
1,000124c5,4,2023-11-9,15:14:07,N0,80.02,2.91,9.2,9.1,2,2,1.0,2,00000010,SV
1,000124c9,4,2023-11-9,15:14:19,N0,95.99,2.92,12.8,12.6,2,2,1.0,2,00000010,SV
1,000124cd,4,2023-11-9,15:14:27,N0,94.23,2.62,7.7,7.6,2,2,1.0,2,00000020,SV
1,000124d1,4,2023-11-9,15:14:28,N0,88.8,2.92,1.4,1.3,2,2,1.0,2,00000010,SV
1,000124d5,4,2023-11-9,15:15:21,N0,76.69,2.18,52.4,52.3,2,2,1.0,2,00000010,SV
1,000124d9,4,2023-11-9,15:15:34,N0,80.85,3.24,12.8,12.7,2,2,1.0,4,00000020,TB2
1,000124dd,4,2023-11-9,15:15:37,N0,93.35,3.25,3.8,3.7,2,2,1.0,4,00000010,TB2
1,000124e1,4,2023-11-9,15:15:42,N0,87.67,3.1,4.3,4.2,2,2,1.0,2,00000010,SV
1,000124e5,4,2023-11-9,15:15:55,N0,84.26,3.0,13.6,13.5,2,2,1.0,2,00000020,SV
1,000124e9,4,2023-11-9,15:15:57,N0,78.86,2.81,1.2,1.1,2,2,1.0,2,00000020,SV
1,000124ed,4,2023-11-9,15:15:58,N0,79.86,5.68,1.5,1.3,2,2,1.0,4,00000010,TB2
1,000124f1,4,2023-11-9,15:16:18,N0,72.07,2.91,20.1,19.9,2,2,1.0,2,00000010,SV
1,000124f5,4,2023-11-9,15:17:18,N0,73.52,2.64,59.5,59.4,2,2,1.0,2,00000010,SV
1,000124f9,4,2023-11-9,15:17:27,N0,79.46,2.5,9.5,9.4,2,2,1.0,2,00000010,SV
1,000124fd,12,2023-11-9,15:17:42,N0,75.88,11.64,15.0,14.9,6,3,1.0,10,00000020,ART6
1,00012509,8,2023-11-9,15:17:44,N0,75.0,6.52,2.0,1.4,4,3,1.0,3,00000020,SVT
1,00012511,4,2023-11-9,15:17:46,N0,72.11,2.52,1.4,1.1,2,2,1.0,2,00000020,SV
1,00012515,4,2023-11-9,15:17:49,N0,72.2,2.57,3.4,3.3,2,2,1.0,2,00000010,SV
1,00012519,4,2023-11-9,15:17:59,N0,80.78,3.04,9.9,9.8,2,2,1.0,2,00000010,SV
1,0001251d,4,2023-11-9,15:18:07,N0,80.66,2.73,8.1,7.9,2,2,1.0,2,00000010,SV
1,00012521,4,2023-11-9,15:18:12,N0,87.97,2.75,4.7,4.5,2,2,1.0,2,00000020,SV
1,00012525,4,2023-11-9,15:18:14,N0,85.62,2.92,1.9,1.7,2,2,1.0,2,00000010,SV
1,00012529,12,2023-11-9,15:18:20,N0,82.88,16.16,6.5,6.4,6,3,1.0,10,00000020,ART6
1,00012535,4,2023-11-9,15:18:24,N0,96.61,2.91,4.2,3.5,2,2,1.0,2,00000010,SV
1,00012539,4,2023-11-9,15:18:43,N0,75.46,3.88,18.3,18.2,2,2,1.0,4,00000020,TB2
1,0001253d,4,2023-11-9,15:18:47,N0,67.79,2.51,4.1,3.9,2,2,1.0,2,00000010,SV
1,00012541,4,2023-11-9,15:18:54,N0,76.03,2.87,7.7,7.6,2,2,1.0,2,00000010,SV
1,00012545,4,2023-11-9,15:19:02,N0,81.99,2.87,7.8,7.7,2,2,1.0,2,00000020,SV
1,00012549,4,2023-11-9,15:19:03,N0,82.02,2.91,1.0,0.9,2,2,1.0,2,00000020,SV
1,0001254d,4,2023-11-9,15:19:06,N0,94.37,2.39,3.0,2.9,2,2,1.0,2,00000020,SV
1,00012551,6,2023-11-9,15:19:08,N0,90.3,5.91,1.7,1.6,3,3,1.0,3,00000020,SVT
1,00012557,4,2023-11-9,15:19:10,N0,82.33,2.96,1.9,1.7,2,2,1.0,2,00000010,SV
1,0001255b,4,2023-11-9,15:19:36,N0,82.41,2.92,26.0,25.8,2,2,1.0,2,00000020,SV
1,0001255f,4,2023-11-9,15:19:37,N0,81.41,2.75,1.2,1.0,2,2,1.0,2,00000010,SV
1,00012563,4,2023-11-9,15:20:04,N0,81.25,2.57,27.0,26.8,2,2,1.0,2,00000010,SV
1,00012567,6,2023-11-9,15:20:12,N0,88.5,5.71,8.5,8.4,3,3,1.0,3,00000010,SVT
1,0001256d,4,2023-11-9,15:20:18,N0,87.7,3.04,5.9,5.7,2,2,1.0,2,00000010,SV
1,00012571,4,2023-11-9,15:20:32,N0,75.99,2.67,14.1,14.0,2,2,1.0,2,00000010,SV
1,00012575,4,2023-11-9,15:20:56,N0,74.89,2.91,24.0,23.9,2,2,1.0,2,00000020,SV
1,00012579,4,2023-11-9,15:21:00,N0,81.7,2.67,3.2,3.1,2,2,1.0,2,00000020,SV
1,0001257d,4,2023-11-9,15:21:02,N0,82.93,3.08,2.1,2.0,2,2,1.0,2,00000010,SV
1,00012581,4,2023-11-9,15:21:21,N0,86.47,2.49,19.6,19.5,2,2,1.0,2,00000020,SV
1,00012585,4,2023-11-9,15:21:24,N0,91.07,2.79,2.6,2.5,2,2,1.0,2,00000010,SV
1,00012589,4,2023-11-9,15:21:29,N0,87.88,2.87,4.8,4.7,2,2,1.0,2,00000020,SV
1,0001258d,4,2023-11-9,15:21:30,N0,82.19,2.76,1.3,1.2,2,2,1.0,2,00000010,SV
1,00012591,4,2023-11-9,15:21:36,N0,88.83,2.99,6.0,5.9,2,2,1.0,2,00000010,SV
1,00012595,4,2023-11-9,15:21:48,N0,84.33,2.91,11.7,11.6,2,2,1.0,2,00000020,SV
1,00012599,4,2023-11-9,15:21:51,N0,83.34,2.61,2.9,2.8,2,2,1.0,2,00000010,SV
1,0001259d,4,2023-11-9,15:22:09,N0,79.18,2.8,18.2,18.1,2,2,1.0,2,00000010,SV
