DS,Trig_Num,Ht,YYYY-MM-DD,hh:mm:ss,Dr,Speed,Wb,Hdwy,Gap,Ax,Gp,Rh,Cl,Nm,Vehicle
1,00006678,4,2023-11-6,19:33:00,N0,107.15,3.05,30.3,30.2,2,2,1.0,2,00000010,SV
1,0000667c,4,2023-11-6,19:33:44,N0,88.74,2.91,43.9,43.8,2,2,1.0,2,00000010,SV
1,00006680,4,2023-11-6,19:33:58,N0,80.88,2.75,13.5,13.4,2,2,1.0,2,00000010,SV
1,00006684,4,2023-11-6,19:34:02,N0,80.56,2.71,4.2,4.1,2,2,1.0,2,00000010,SV
1,00006688,4,2023-11-6,19:34:36,N0,79.9,2.49,33.9,33.7,2,2,1.0,2,00000010,SV
1,0000668c,4,2023-11-6,19:34:46,N0,80.88,3.14,10.6,10.5,2,2,1.0,2,00000010,SV
1,00006690,4,2023-11-6,19:34:57,N0,78.85,2.49,10.9,10.8,2,2,1.0,2,00000020,SV
1,00006694,4,2023-11-6,19:34:58,N0,78.66,2.77,1.1,1.0,2,2,1.0,2,00000010,SV
1,00006698,12,2023-11-6,19:35:23,N0,89.39,15.6,24.2,24.1,6,3,1.0,10,00000020,ART6
1,000066a4,4,2023-11-6,19:35:27,N0,91.32,2.51,4.6,4.0,2,2,1.0,2,00000010,SV
1,000066a8,4,2023-11-6,19:36:05,N0,93.08,2.82,38.1,38.0,2,2,1.0,2,00000010,SV
1,000066ac,16,2023-11-6,19:37:02,N0,74.76,20.91,57.2,57.1,8,4,1.0,11,00000010,BD
1,000066bc,6,2023-11-6,19:37:19,N0,80.27,6.6,16.1,15.1,3,3,1.0,3,00000010,SVT
1,000066c2,4,2023-11-6,19:37:44,N0,64.94,2.52,25.7,25.4,2,2,1.0,2,00000010,SV
1,000066c6,4,2023-11-6,19:37:51,N0,103.61,2.76,6.8,6.6,2,2,1.0,2,00000010,SV
1,000066ca,4,2023-11-6,19:39:01,N0,78.8,2.48,69.9,69.9,2,2,1.0,2,00000010,SV
1,000066ce,4,2023-11-6,19:40:06,N0,94.22,3.05,65.4,65.3,2,2,1.0,2,00000010,SV
1,000066d2,4,2023-11-6,19:40:54,N0,95.73,5.4,47.3,47.1,2,2,1.0,4,00000010,TB2
1,000066d6,4,2023-11-6,19:42:06,N0,74.37,2.69,72.3,72.1,2,2,1.0,2,00000010,SV
1,000066da,4,2023-11-6,19:42:13,N0,85.11,2.96,7.0,6.9,2,2,1.0,2,00000010,SV
1,000066de,4,2023-11-6,19:43:12,N0,92.53,2.95,59.3,59.1,2,2,1.0,2,00000010,SV
1,000066e2,12,2023-11-6,19:43:18,N0,89.09,15.43,6.3,6.2,6,3,1.0,10,00000010,ART6
1,000066ee,4,2023-11-6,19:43:31,N0,88.65,2.94,12.5,11.9,2,2,1.0,2,00000010,SV
1,000066f2,6,2023-11-6,19:44:19,N0,88.89,6.21,48.5,48.4,3,3,1.0,3,00000010,SVT
1,000066f8,4,2023-11-6,19:45:09,N0,87.39,2.95,49.4,49.1,2,2,1.0,2,00000020,SV
1,000066fc,4,2023-11-6,19:45:12,N0,85.04,3.14,3.4,3.3,2,2,1.0,2,00000020,SV
1,00006700,4,2023-11-6,19:45:14,N0,88.23,6.76,1.7,1.5,2,2,1.0,4,00000010,TB2
1,00006704,4,2023-11-6,19:45:22,N0,86.47,5.46,8.4,8.1,2,2,1.0,4,00000010,TB2
1,00006708,4,2023-11-6,19:45:58,N0,84.64,2.74,35.6,35.4,2,2,1.0,2,00000010,SV
1,0000670c,4,2023-11-6,19:47:23,N0,74.3,2.6,85.5,85.4,2,2,1.0,2,00000020,SV
1,00006710,4,2023-11-6,19:47:24,N0,73.54,3.07,0.8,0.6,2,2,1.0,2,00000010,SV
1,00006714,4,2023-11-6,19:48:21,N0,93.55,5.31,56.4,56.3,2,2,1.0,4,00000010,TB2
1,00006718,4,2023-11-6,19:48:53,N0,82.84,4.75,32.1,31.9,2,2,1.0,4,00000020,TB2
1,0000671c,12,2023-11-6,19:48:56,N0,69.16,15.65,3.8,3.6,6,3,1.0,10,00000010,ART6
1,00006728,4,2023-11-6,19:49:13,N0,87.03,2.88,17.0,16.1,2,2,1.0,2,00000010,SV
1,00006731,4,2023-11-6,19:52:05,N0,80.84,5.71,171.1,171.0,2,2,1.0,4,00000020,TB2
1,00006735,4,2023-11-6,19:52:06,N0,78.66,2.62,1.4,1.1,2,2,1.0,2,00000020,SV
1,00006739,4,2023-11-6,19:52:08,N0,77.24,2.61,1.6,1.5,2,2,1.0,2,00000010,SV
1,0000673d,4,2023-11-6,19:52:43,N0,92.61,2.46,35.2,35.1,2,2,1.0,2,00000010,SV
1,00006741,4,2023-11-6,19:53:15,N0,84.88,3.0,32.6,32.5,2,2,1.0,2,00000010,SV
1,00006745,4,2023-11-6,19:53:44,N0,72.1,3.08,29.1,28.9,2,2,1.0,2,00000010,SV
1,00006749,11,2023-11-6,19:56:28,N0,78.45,14.56,163.9,163.8,6,3,0.91,10,00000010,ART6
1,00006754,4,2023-11-6,19:56:36,N0,80.83,2.69,7.3,6.6,2,2,1.0,2,00000010,SV
1,00006758,4,2023-11-6,19:57:53,N0,86.63,3.07,77.7,77.6,2,2,1.0,2,00000010,SV
1,0000675c,12,2023-11-6,19:57:58,N0,80.49,15.99,5.0,4.9,6,3,1.0,10,00000010,ART6
1,00006768,4,2023-11-6,19:58:33,N0,75.68,2.91,34.6,33.9,2,2,1.0,2,00000020,SV
1,0000676c,4,2023-11-6,19:58:35,N0,77.19,4.02,1.5,1.4,2,2,1.0,4,00000010,TB2
1,00006770,8,2023-11-6,19:59:02,N0,82.35,7.78,27.8,27.6,4,3,1.0,3,00000010,SVT
1,00006778,4,2023-11-6,19:59:30,N0,88.62,2.65,27.8,27.5,2,2,1.0,2,00000020,SV
1,0000677c,4,2023-11-6,19:59:31,N0,87.05,2.86,1.1,1.0,2,2,1.0,2,00000010,SV
1,00006780,4,2023-11-6,19:59:43,N0,90.0,2.49,11.6,11.5,2,2,1.0,2,00000020,SV
1,00006784,4,2023-11-6,19:59:44,N0,87.53,5.18,1.1,1.0,2,2,1.0,4,00000010,TB2
1,00006788,4,2023-11-6,20:00:36,N0,100.66,2.76,52.2,52.0,2,2,1.0,2,00000010,SV
1,0000678c,4,2023-11-6,20:01:05,N0,84.02,2.94,28.8,28.7,2,2,1.0,2,00000010,SV
1,00006790,16,2023-11-6,20:02:32,N0,70.65,20.16,86.6,86.5,8,4,1.0,11,00000010,BD
1,000067a0,12,2023-11-6,20:03:07,N0,75.56,15.62,35.8,34.8,6,3,1.0,10,00000010,ART6
1,000067ac,4,2023-11-6,20:04:31,N0,87.97,2.46,84.0,83.2,2,2,1.0,2,00000010,SV
1,000067b0,4,2023-11-6,20:04:44,N0,89.88,2.91,12.6,12.5,2,2,1.0,2,00000010,SV
1,000067b4,4,2023-11-6,20:04:59,N0,84.39,2.69,15.3,15.2,2,2,1.0,2,00000010,SV
1,000067b8,4,2023-11-6,20:05:34,N0,80.55,2.6,34.3,34.2,2,2,1.0,2,00000020,SV
1,000067bc,4,2023-11-6,20:05:38,N0,92.62,2.98,4.1,4.0,2,2,1.0,2,00000010,SV
1,000067c0,4,2023-11-6,20:07:11,N0,102.9,2.77,93.4,93.3,2,2,1.0,2,00000020,SV
1,000067c4,4,2023-11-6,20:07:12,N0,97.26,2.51,1.0,0.9,2,2,1.0,2,00000010,SV
1,000067c8,6,2023-11-6,20:07:46,N0,77.52,6.37,33.5,33.5,3,2,1.0,5,00000020,TB3
1,000067ce,6,2023-11-6,20:07:47,N0,73.3,5.96,1.2,0.9,3,2,1.0,5,00000010,TB3
1,000067d4,4,2023-11-6,20:08:13,N0,81.62,3.07,26.1,25.8,2,2,1.0,2,00000010,SV
1,000067d8,4,2023-11-6,20:09:57,N0,93.4,3.06,104.1,103.9,2,2,1.0,2,00000010,SV
1,000067dc,4,2023-11-6,20:10:14,N0,80.22,5.71,17.3,17.2,2,2,1.0,4,00000010,TB2
1,000067e0,4,2023-11-6,20:10:29,N0,106.48,2.81,14.4,14.1,2,2,1.0,2,00000010,SV
1,000067e4,4,2023-11-6,20:10:53,N0,81.4,3.11,24.3,24.2,2,2,1.0,2,00000010,SV
1,000067e8,4,2023-11-6,20:11:35,N0,87.38,3.2,41.8,41.7,2,2,1.0,2,00000010,SV
1,000067ec,4,2023-11-6,20:12:39,N0,118.05,2.91,63.9,63.7,2,2,1.0,2,00000010,SV
1,000067f0,4,2023-11-6,20:13:53,N0,88.06,2.66,73.9,73.8,2,2,1.0,2,00000010,SV
1,000067f4,4,2023-11-6,20:14:39,N0,89.5,2.56,46.2,46.1,2,2,1.0,2,00000010,SV
1,000067f8,4,2023-11-6,20:16:12,N0,80.08,2.67,92.9,92.8,2,2,1.0,2,00000020,SV
1,000067fc,4,2023-11-6,20:16:13,N0,80.24,3.12,1.2,1.1,2,2,1.0,2,00000010,SV
1,00006800,6,2023-11-6,20:17:13,N0,84.35,7.93,60.5,60.3,3,2,1.0,5,00000020,TB3
1,00006806,4,2023-11-6,20:17:18,N0,83.25,2.52,4.1,3.8,2,2,1.0,2,00000010,SV
1,0000680a,4,2023-11-6,20:19:31,N0,95.42,2.82,133.6,133.5,2,2,1.0,2,00000010,SV
1,0000680e,4,2023-11-6,20:20:45,N0,96.34,2.55,73.5,73.3,2,2,1.0,2,00000010,SV
1,00006812,4,2023-11-6,20:21:54,N0,85.1,3.01,69.6,69.5,2,2,1.0,2,00000010,SV
1,00006816,4,2023-11-6,20:22:12,N0,79.17,2.35,18.1,17.9,2,2,1.0,2,00000010,SV
1,0000681a,4,2023-11-6,20:22:58,N0,89.4,3.08,46.1,46.0,2,2,1.0,2,00000010,SV
1,0000681e,6,2023-11-6,20:23:39,N0,74.26,7.39,40.1,40.0,3,2,1.0,5,00000010,TB3
1,00006824,16,2023-11-6,20:24:40,N0,68.73,21.29,61.7,61.3,8,4,1.0,11,00000020,BD
1,00006834,4,2023-11-6,20:24:44,N0,70.46,2.8,4.0,2.8,2,2,1.0,2,00000020,SV
1,00006838,12,2023-11-6,20:24:48,N0,69.5,15.99,3.8,3.7,6,3,1.0,10,00000010,ART6
1,00006844,12,2023-11-6,20:25:38,N0,82.38,16.11,50.0,49.2,6,3,1.0,10,00000020,ART6
1,00006850,4,2023-11-6,20:25:42,N0,83.0,2.91,3.5,2.8,2,2,1.0,2,00000010,SV
1,00006854,8,2023-11-6,20:26:24,N0,88.91,8.2,42.4,42.2,4,3,1.0,3,00000010,SVT
1,0000685c,4,2023-11-6,20:26:54,N0,83.17,2.42,30.5,30.2,2,2,1.0,2,00000010,SV
1,00006860,4,2023-11-6,20:27:16,N0,87.88,2.37,22.0,21.9,2,2,1.0,2,00000010,SV
1,00006864,4,2023-11-6,20:27:39,N0,86.98,2.94,22.8,22.7,2,2,1.0,2,00000010,SV
1,00006868,16,2023-11-6,20:29:34,N0,78.32,19.37,115.0,114.9,8,4,1.0,11,00000020,BD
1,00006878,4,2023-11-6,20:29:36,N0,76.16,5.73,2.2,1.3,2,2,1.0,4,00000010,TB2
1,0000687c,4,2023-11-6,20:30:10,N0,102.52,3.18,33.3,33.0,2,2,1.0,2,00000010,SV
1,00006880,16,2023-11-6,20:30:25,N0,87.62,20.38,14.8,14.7,8,4,1.0,11,00000010,BD
1,00006890,4,2023-11-6,20:30:53,N0,89.87,2.77,28.1,27.3,2,2,1.0,2,00000010,SV
1,00006894,6,2023-11-6,20:31:59,N0,88.93,6.35,66.5,66.4,3,3,1.0,3,00000010,SVT
1,0000689a,4,2023-11-6,20:33:47,N0,79.39,2.71,107.4,107.1,2,2,1.0,2,00000010,SV
1,0000689e,4,2023-11-6,20:34:04,N0,83.53,2.77,17.4,17.3,2,2,1.0,2,00000010,SV
1,000068a2,4,2023-11-6,20:34:33,N0,120.49,2.91,28.6,28.5,2,2,1.0,2,00000010,SV
1,000068a6,12,2023-11-6,20:36:02,N0,94.32,16.14,89.4,89.3,6,3,1.0,10,00000010,ART6
1,000068b2,4,2023-11-6,20:36:55,N0,88.66,2.84,52.8,52.2,2,2,1.0,2,00000010,SV
1,000068b6,6,2023-11-6,20:37:05,N0,78.92,4.71,10.3,10.2,3,2,1.0,5,00000010,TB3
1,000068bc,16,2023-11-6,20:37:31,N0,91.13,21.81,25.5,25.2,8,4,1.0,11,00000010,BD
1,000068cc,4,2023-11-6,20:37:52,N0,85.37,2.5,21.8,20.9,2,2,1.0,2,00000010,SV
1,000068d0,4,2023-11-6,20:38:27,N0,88.22,3.19,35.0,34.9,2,2,1.0,2,00000010,SV
1,000068d4,4,2023-11-6,20:39:28,N0,79.82,2.44,60.6,60.5,2,2,1.0,2,00000020,SV
1,000068d8,4,2023-11-6,20:39:31,N0,86.98,3.02,2.6,2.4,2,2,1.0,2,00000010,SV
1,000068dc,4,2023-11-6,20:39:38,N0,94.69,2.84,7.1,7.0,2,2,1.0,2,00000010,SV
1,000068e0,4,2023-11-6,20:39:55,N0,84.92,2.83,17.2,17.1,2,2,1.0,2,00000010,SV
1,000068e4,4,2023-11-6,20:40:29,N0,94.51,3.1,33.6,33.5,2,2,1.0,2,00000020,SV
1,000068e8,4,2023-11-6,20:40:31,N0,86.52,3.14,2.3,2.1,2,2,1.0,2,00000020,SV
1,000068ec,4,2023-11-6,20:40:32,N0,92.35,2.96,1.1,1.0,2,2,1.0,2,00000010,SV
1,000068f0,4,2023-11-6,20:40:54,N0,82.8,2.69,22.3,22.2,2,2,1.0,2,00000010,SV
1,000068f4,4,2023-11-6,20:42:13,N0,118.16,2.91,78.9,78.8,2,2,1.0,2,00000010,SV
1,000068f8,4,2023-11-6,20:43:08,N0,94.41,2.89,55.1,55.0,2,2,1.0,2,00000010,SV
1,000068fc,4,2023-11-6,20:45:28,N0,91.52,2.62,139.7,139.5,2,2,1.0,2,00000010,SV
1,00006900,4,2023-11-6,20:45:43,N0,88.26,2.88,14.9,14.8,2,2,1.0,2,00000010,SV
1,00006904,4,2023-11-6,20:46:05,N0,74.77,3.08,22.4,22.2,2,2,1.0,2,00000010,SV
1,00006908,4,2023-11-6,20:46:12,N0,111.08,1.38,7.2,7.1,2,1,1.0,1,00000010,MC
1,0000690c,4,2023-11-6,20:48:20,N0,78.03,2.5,127.4,127.4,2,2,1.0,2,00000020,SV
1,00006910,4,2023-11-6,20:48:23,N0,81.57,2.56,3.1,3.0,2,2,1.0,2,00000010,SV
1,00006914,4,2023-11-6,20:48:51,N0,88.98,2.73,28.4,28.3,2,2,1.0,2,00000020,SV
1,00006918,4,2023-11-6,20:48:54,N0,85.53,2.94,2.3,2.2,2,2,1.0,2,00000010,SV
1,0000691c,4,2023-11-6,20:49:22,N0,89.02,2.95,28.4,28.3,2,2,1.0,2,00000010,SV
1,00006920,14,2023-11-6,20:49:29,N0,78.28,22.62,6.6,6.5,7,4,1.0,11,00000020,BD
1,0000692e,4,2023-11-6,20:49:31,N0,71.63,2.58,2.5,1.5,2,2,1.0,2,00000010,SV
1,00006932,4,2023-11-6,20:51:15,N0,53.26,2.47,104.1,103.9,2,2,1.0,2,00000010,SV
1,00006936,4,2023-11-6,20:55:31,N0,101.44,2.94,256.0,255.8,2,2,1.0,2,00000010,SV
1,0000693a,4,2023-11-6,20:56:08,N0,104.09,3.5,37.1,37.0,2,2,1.0,4,00000010,TB2
1,0000693e,4,2023-11-6,20:56:24,N0,81.3,4.91,16.0,15.9,2,2,1.0,4,00000010,TB2
1,00006942,4,2023-11-6,20:56:50,N0,100.36,2.37,25.7,25.5,2,2,1.0,2,00000010,SV
1,00006946,4,2023-11-6,20:58:13,N0,81.68,2.61,82.4,82.3,2,2,1.0,2,00000020,SV
1,0000694a,4,2023-11-6,20:58:16,N0,80.4,2.53,3.8,3.7,2,2,1.0,2,00000010,SV
1,0000694e,8,2023-11-6,20:59:10,S0,43.55,2.61,7563.7,7563.4,2,2,0.4,2,0000319a,SV
1,00006956,4,2023-11-6,20:59:18,N0,82.15,2.57,61.7,61.6,2,2,1.0,2,00000020,SV
1,0000695a,4,2023-11-6,20:59:20,N0,79.75,2.74,2.3,2.1,2,2,1.0,2,00000010,SV
1,0000695e,4,2023-11-6,20:59:46,N0,93.42,2.67,25.4,25.3,2,2,1.0,2,00000010,SV
1,00006962,4,2023-11-6,21:00:04,N0,79.49,2.85,18.6,18.5,2,2,1.0,2,00000010,SV
1,00006966,4,2023-11-6,21:00:17,N0,87.51,2.52,13.2,13.0,2,2,1.0,2,00000020,SV
1,0000696a,4,2023-11-6,21:00:21,N0,84.94,2.83,3.6,3.5,2,2,1.0,2,00000010,SV
1,0000696e,4,2023-11-6,21:01:54,N0,64.23,2.77,92.9,92.8,2,2,1.0,2,00000010,SV
1,00006972,4,2023-11-6,21:02:42,N0,95.62,3.17,47.8,47.6,2,2,1.0,2,00000010,SV
1,00006976,8,2023-11-6,21:03:35,N0,91.13,11.43,53.1,52.9,4,3,1.0,8,00000010,ART4
1,0000697e,4,2023-11-6,21:04:09,N0,91.61,3.18,34.1,33.7,2,2,1.0,2,00000010,SV
1,00006982,4,2023-11-6,21:04:13,N0,85.01,2.93,4.2,4.1,2,2,1.0,2,00000010,SV
1,00006986,4,2023-11-6,21:04:57,N0,108.27,2.97,43.9,43.7,2,2,1.0,2,00000010,SV
1,0000698a,6,2023-11-6,21:06:43,N0,78.44,5.69,105.9,105.8,3,2,1.0,5,00000010,TB3
1,00006990,4,2023-11-6,21:07:40,N0,89.9,3.07,57.2,56.9,2,2,1.0,2,00000010,SV
1,00006994,4,2023-11-6,21:07:49,N0,99.51,3.19,9.2,9.0,2,2,1.0,2,00000010,SV
1,00006998,4,2023-11-6,21:11:21,N0,92.3,2.82,211.6,211.4,2,2,1.0,2,00000010,SV
1,0000699c,4,2023-11-6,21:12:10,N0,85.72,2.49,49.2,49.0,2,2,1.0,2,00000010,SV
1,000069a0,4,2023-11-6,21:13:07,N0,104.68,2.62,57.5,57.4,2,2,1.0,2,00000010,SV
1,000069a4,4,2023-11-6,21:13:23,N0,85.75,2.61,16.1,16.0,2,2,1.0,2,00000010,SV
1,000069a8,4,2023-11-6,21:15:19,N0,90.01,5.76,115.1,115.0,2,2,1.0,4,00000010,TB2
1,000069ac,4,2023-11-6,21:16:38,N0,78.48,2.87,79.2,79.0,2,2,1.0,2,00000010,SV
1,000069b0,12,2023-11-6,21:19:02,N0,86.93,15.15,144.2,144.0,6,3,1.0,10,00000010,ART6
1,000069bc,4,2023-11-6,21:19:55,N0,82.1,2.95,53.0,52.4,2,2,1.0,2,00000010,SV
1,000069c0,4,2023-11-6,21:21:25,N0,76.11,2.36,90.1,90.0,2,2,1.0,2,00000010,SV
1,000069c4,6,2023-11-6,21:22:50,N0,90.11,12.92,85.0,84.9,3,3,1.0,7,00000010,ART3
1,000069ca,4,2023-11-6,21:22:58,N0,85.15,2.46,7.5,7.0,2,2,1.0,2,00000010,SV
1,000069ce,4,2023-11-6,21:23:12,N0,86.15,2.68,14.4,14.3,2,2,1.0,2,00000010,SV
1,000069d2,4,2023-11-6,21:26:29,N0,90.24,2.64,196.6,196.5,2,2,1.0,2,00000010,SV
1,000069d6,4,2023-11-6,21:27:36,N0,92.81,2.42,67.2,67.1,2,2,1.0,2,00000010,SV
1,000069da,4,2023-11-6,21:29:22,N0,70.31,3.1,105.9,105.8,2,2,1.0,2,00000020,SV
1,000069de,4,2023-11-6,21:29:25,N0,72.15,3.06,3.6,3.4,2,2,1.0,2,00000020,SV
1,000069e2,4,2023-11-6,21:29:29,N0,69.39,2.55,3.2,3.1,2,2,1.0,2,00000010,SV
1,000069e6,4,2023-11-6,21:30:59,N0,87.65,2.79,90.5,90.4,2,2,1.0,2,00000010,SV
1,000069ea,4,2023-11-6,21:31:58,N0,97.07,2.98,58.7,58.6,2,2,1.0,2,00000010,SV
1,000069ee,4,2023-11-6,21:33:17,N0,101.11,2.87,79.1,79.0,2,2,1.0,2,00000010,SV
1,000069f2,4,2023-11-6,21:34:26,N0,98.96,3.02,69.4,69.3,2,2,1.0,2,00000010,SV
1,000069f6,4,2023-11-6,21:34:58,N0,89.89,2.55,31.8,31.7,2,2,1.0,2,00000010,SV
1,000069fa,6,2023-11-6,21:35:34,S0,83.24,6.19,2184.8,2184.0,3,2,1.0,5,00000010,TB3
1,00006a00,12,2023-11-6,21:36:24,N0,85.31,16.49,85.8,85.7,6,3,1.0,10,00000010,ART6
1,00006a0c,4,2023-11-6,21:36:31,N0,80.05,3.12,7.0,6.3,2,2,1.0,2,00000010,SV
1,00006a10,4,2023-11-6,21:37:55,N0,77.09,3.07,84.3,84.2,2,2,1.0,2,00000010,SV
1,00006a14,4,2023-11-6,21:38:06,N0,78.74,2.44,11.1,11.0,2,2,1.0,2,00000010,SV
1,00006a18,4,2023-11-6,21:38:35,N0,92.58,2.89,28.3,28.2,2,2,1.0,2,00000010,SV
1,00006a1c,4,2023-11-6,21:39:30,N0,85.42,2.63,55.8,55.6,2,2,1.0,2,00000010,SV
1,00006a20,4,2023-11-6,21:41:25,N0,88.71,2.92,114.7,114.5,2,2,1.0,2,00000010,SV
1,00006a24,4,2023-11-6,21:41:32,N0,81.04,2.32,6.6,6.5,2,2,1.0,2,00000010,SV
1,00006a28,4,2023-11-6,21:42:26,N0,79.23,3.0,54.5,54.4,2,2,1.0,2,00000010,SV
1,00006a2c,4,2023-11-6,21:42:40,N0,92.03,2.77,13.7,13.5,2,2,1.0,2,00000020,SV
1,00006a30,4,2023-11-6,21:42:41,N0,89.22,2.59,1.8,1.6,2,2,1.0,2,00000020,SV
1,00006a34,4,2023-11-6,21:42:45,N0,88.92,3.09,3.2,3.1,2,2,1.0,2,00000010,SV
1,00006a38,12,2023-11-6,21:43:10,N0,87.59,15.11,25.0,24.8,6,3,1.0,10,00000010,ART6
1,00006a44,12,2023-11-6,21:43:42,N0,76.86,14.5,32.3,31.7,6,3,1.0,10,00000010,ART6
1,00006a50,4,2023-11-6,21:44:21,S0,70.08,2.69,526.7,526.4,2,2,1.0,2,00000010,SV
1,00006a54,4,2023-11-6,21:45:36,N0,77.46,4.72,114.6,113.9,2,2,1.0,4,00000010,TB2
1,00006a58,4,2023-11-6,21:47:19,N0,54.89,2.93,102.4,102.2,2,2,1.0,2,00000010,SV
1,00006a5c,4,2023-11-6,21:48:00,N0,91.67,2.92,40.6,40.4,2,2,1.0,2,00000010,SV
1,00006a60,6,2023-11-6,21:49:42,N0,76.19,6.62,102.8,102.7,3,3,1.0,3,00000010,SVT
1,00006a66,6,2023-11-6,21:53:11,N0,84.99,6.38,208.6,208.3,3,3,1.0,3,00000010,SVT
1,00006a6c,4,2023-11-6,21:54:23,N0,85.27,2.28,72.5,72.2,2,2,1.0,2,00000010,SV
1,00006a70,4,2023-11-6,21:57:13,N0,75.89,2.43,169.9,169.8,2,2,1.0,2,00000010,SV
1,00006a74,12,2023-11-6,21:57:55,N0,84.04,13.78,41.2,41.1,6,3,1.0,10,00000010,ART6
1,00006a80,4,2023-11-6,21:58:24,N0,95.85,3.02,29.2,28.7,2,2,1.0,2,00000010,SV
1,00006a84,4,2023-11-6,21:59:54,N0,94.95,2.85,89.9,89.8,2,2,1.0,2,00000010,SV
1,00006a88,4,2023-11-6,22:00:02,N0,83.39,2.8,8.5,8.4,2,2,1.0,2,00000010,SV
1,00006a8c,4,2023-11-6,22:00:50,N0,84.84,2.54,47.7,47.6,2,2,1.0,2,00000010,SV
1,00006a90,4,2023-11-6,22:01:30,N0,83.72,2.63,40.2,40.0,2,2,1.0,2,00000010,SV
1,00006a94,12,2023-11-6,22:03:13,N0,73.74,14.31,102.7,102.6,6,3,1.0,10,00000010,ART6
1,00006aa0,4,2023-11-6,22:03:32,N0,110.28,2.53,18.9,18.2,2,2,1.0,2,00000010,SV
1,00006aa4,4,2023-11-6,22:04:53,N0,95.8,2.6,80.6,80.6,2,2,1.0,2,00000010,SV
1,00006aa8,4,2023-11-6,22:04:57,N0,89.97,2.29,4.9,4.8,2,2,1.0,2,00000010,SV
1,00006aac,12,2023-11-6,22:05:17,N0,82.01,15.8,19.7,19.6,6,3,1.0,10,00000020,ART6
1,00006ab8,4,2023-11-6,22:05:20,N0,94.3,3.15,3.0,2.3,2,2,1.0,2,00000010,SV
1,00006abc,4,2023-11-6,22:05:31,N0,92.36,2.99,10.6,10.5,2,2,1.0,2,00000010,SV
1,00006ac0,4,2023-11-6,22:05:55,N0,84.64,3.14,24.4,24.2,2,2,1.0,2,00000010,SV
1,00006ac4,4,2023-11-6,22:06:20,N0,95.99,2.74,25.3,25.2,2,2,1.0,2,00000010,SV
1,00006ac8,4,2023-11-6,22:07:20,N0,93.18,2.66,60.0,59.9,2,2,1.0,2,00000010,SV
1,00006acc,4,2023-11-6,22:08:57,N0,85.56,2.64,97.1,97.0,2,2,1.0,2,00000010,SV
1,00006ad0,4,2023-11-6,22:10:20,N0,74.32,2.5,83.0,82.9,2,2,1.0,2,00000010,SV
1,00006ad4,4,2023-11-6,22:10:55,N0,80.54,2.98,35.1,35.0,2,2,1.0,2,00000010,SV
1,00006ad8,4,2023-11-6,22:11:07,N0,76.71,2.52,11.6,11.5,2,2,1.0,2,00000010,SV
1,00006adc,4,2023-11-6,22:12:57,N0,98.04,3.54,109.6,109.4,2,2,1.0,4,00000010,TB2
1,00006ae0,8,2023-11-6,22:13:35,N0,86.7,13.7,38.1,38.0,4,3,1.0,8,00000010,ART4
1,00006ae8,4,2023-11-6,22:14:22,N0,89.49,2.71,47.5,47.0,2,2,1.0,2,00000010,SV
1,00006aec,12,2023-11-6,22:14:35,N0,84.59,14.2,12.6,12.4,6,3,1.0,10,00000010,ART6
1,00006af8,18,2023-11-6,22:15:53,N0,76.77,21.68,77.9,77.2,9,4,1.0,11,00000020,BD
1,00006b0a,10,2023-11-6,22:15:55,N0,76.56,14.85,2.7,1.7,5,3,1.0,9,00000010,ART5
1,00006b14,4,2023-11-6,22:20:23,N0,107.29,3.05,268.0,267.4,2,2,1.0,2,00000010,SV
1,00006b18,4,2023-11-6,22:22:23,N0,94.31,2.9,119.7,119.6,2,2,1.0,2,00000010,SV
1,00006b1c,4,2023-11-6,22:24:00,N0,68.98,2.0,96.8,96.7,2,1,1.0,2,00000010,SV
1,00006b20,4,2023-11-6,22:27:30,N0,89.31,2.8,210.0,209.9,2,2,1.0,2,00000010,SV
1,00006b24,4,2023-11-6,22:33:07,N0,91.09,2.36,336.6,336.5,2,2,1.0,2,00000010,SV
1,00006b28,4,2023-11-6,22:33:18,N0,86.14,2.5,10.9,10.8,2,2,1.0,2,00000010,SV
1,00006b2c,12,2023-11-6,22:34:56,N0,96.15,14.33,98.9,98.8,6,3,1.0,10,00000010,ART6
1,00006b38,14,2023-11-6,22:36:30,N0,79.76,21.72,93.2,92.6,7,4,1.0,11,00000010,BD
1,00006b46,4,2023-11-6,22:36:46,N0,77.98,2.95,16.6,15.6,2,2,1.0,2,00000010,SV
1,00006b4a,4,2023-11-6,22:37:12,N0,92.39,2.83,26.2,26.0,2,2,1.0,2,00000010,SV
1,00006b4e,4,2023-11-6,22:41:52,N0,81.9,2.23,279.5,279.4,2,2,1.0,2,00000010,SV
1,00006b52,8,2023-11-6,22:43:06,N0,77.83,13.29,74.3,74.2,4,3,1.0,8,00000020,ART4
1,00006b5a,16,2023-11-6,22:43:09,N0,73.94,21.89,2.4,1.7,8,4,1.0,11,00000020,BD
1,00006b6a,4,2023-11-6,22:43:13,N0,68.87,2.58,4.9,3.8,2,2,1.0,2,00000010,SV
1,00006b6e,4,2023-11-6,22:43:44,N0,83.99,2.59,30.5,30.4,2,2,1.0,2,00000020,SV
1,00006b72,9,2023-11-6,22:43:47,N0,82.17,14.24,3.4,3.3,5,3,0.89,9,00000010,ART5
